,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
11 Adv Diesel Mid,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974,-0.13054399999999974
12 Adv Diesel Lux,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998,-0.5165879999999998
13 LPG Econ,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937,-0.015811999999999937
14 LPG Mid,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999,-0.2905439999999999
15 LPG Lux,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692,-1.190692
16 Hybrid Econ,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2
17 Hybrid Mid,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256,-0.31256
18 Hybrid Lux,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999,-0.6399999999999999
19 Electric Econ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20 Electric Mid,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999,-0.5736439999999999
21 Electric Lux,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998,-1.1717879999999998
22 motorcycles Econ,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999
23 motorcycles Lux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24 Adv motorcycles Econ,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999,1.0257319999999999
25 Adv motorcycles Lux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
